2014-15 School Quality Report Results for High Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing - 4yr,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
08X348,Schuylerville Preparatory High School,High School,177,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.91,0.95,0.87,0.95,0.76,0.96,Proficient,Developing,Developing,Proficient,Developing,"April 1, 2015",2.32,2.14,0.147,0.220,0.006,0.750,0.113,0.616,0.040,0.220,0.667,0.062,2,0.83,0.90,0.35,0.96
08X349,Bronx River High School,High School,204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.93,0.90,0.81,0.88,0.76,0.87,Proficient,Proficient,Well Developed,Proficient,Well Developed,"April 15, 2015",2.18,2.06,0.147,0.240,0.010,0.758,0.157,0.603,0.029,0.299,0.608,0.025,2,0.53,0.88,0.44,0.97
08X367,"Archimedes Academy for Math, Science and Technolog",High School,637,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.81,0.78,0.80,0.66,0.71,0.83,Proficient,Proficient,Proficient,Well Developed,Proficient,"December 4, 2014",2.25,2.16,0.063,0.287,0.124,0.723,0.091,0.537,0.055,0.309,0.606,0.022,8,0.71,0.88,0.37,0.97
08X376,Antonia Pantoja Preparatory Academy: A College Boa,High School,450,N/A,N/A,Approaching Target,N/A,Approaching Target,Approaching Target,Approaching Target,0.84,0.71,0.74,0.61,0.74,0.85,Developing,Developing,Developing,Proficient,Developing,"May 5, 2015",2.2,2.05,0.143,0.253,0.013,0.756,0.160,0.540,0.063,0.262,0.654,0.013,0.5,0.70,0.81,0.52,0.96
08X405,Herbert H. Lehman High School,High School,1535,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,N/A,N/A,Approaching Target,0.82,0.72,0.73,0.58,0.70,0.78,Proficient,Proficient,Proficient,Proficient,Proficient,"April 1, 2015",2.25,2.13,0.103,0.253,0.116,0.707,0.078,0.545,0.092,0.236,0.549,0.106,3.8,0.93,0.79,0.52,0.94
08X432,BRONX BRIDGES HIGH SCHOOL,High School,333,Approaching Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.80,0.80,0.82,0.68,0.72,0.83,Developing,Developing,Proficient,Well Developed,Proficient,"January 8, 2015",1.8,1.98,0.823,0.117,0.006,0.834,0.270,0.631,0.078,0.066,0.829,0.018,0.8,0.39,0.83,0.54,0.97
08X452,Bronx Guild,High School,326,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.87,0.94,0.80,0.88,0.78,0.92,Proficient,Proficient,Proficient,Well Developed,Proficient,"May 8, 2015",2.17,1.98,0.104,0.307,0.006,0.821,0.135,0.663,0.040,0.322,0.617,0.012,9,0.64,0.74,0.73,0.98
08X519,Felisa Rincon de Gautier Institute for Law and Pub,High School,307,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.80,0.82,0.71,0.77,0.80,0.84,Proficient,Developing,Developing,Proficient,Proficient,"February 5, 2105",2.13,1.98,0.101,0.274,0.062,0.821,0.205,0.651,0.020,0.254,0.678,0.029,9.9,0.52,0.79,0.57,0.97
08X530,Banana Kelly High School,High School,325,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,0.78,0.59,0.77,0.47,0.70,0.65,Developing,Developing,Developing,Developing,Developing,"March 17, 2015",2.02,1.94,0.114,0.317,0.148,0.851,0.185,0.702,0.000,0.372,0.606,0.012,2.6,0.40,0.72,0.75,0.98
08X558,Westchester Square Academy,High School,396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.87,0.93,0.84,0.94,0.78,0.93,Proficient,Proficient,Well Developed,Proficient,Proficient,"December 10, 2014",2.37,2.19,0.068,0.225,0.013,0.701,0.093,0.553,0.045,0.268,0.566,0.088,3,0.32,0.87,0.42,0.97
08X559,School for Tourism and Hospitality,High School,240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.87,0.83,0.77,0.81,0.80,0.91,Proficient,Developing,Proficient,Proficient,Proficient,"December 18, 2014",2.13,2.06,0.154,0.171,0.025,0.847,0.158,0.675,0.013,0.354,0.604,0.000,2.4,0.62,0.83,0.49,0.98
08X561,Bronx Compass High School,High School,332,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.83,0.89,0.86,0.88,0.75,0.94,Proficient,Developing,Proficient,Well Developed,Proficient,"March 13, 2015",2.26,2.1,0.081,0.283,0.009,0.788,0.163,0.617,0.024,0.346,0.602,0.009,3,0.28,0.80,0.61,0.96
08X650,Jane Addams High School for Academic Careers,High School,147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.87,0.84,0.83,0.74,0.82,0.92,N/A,N/A,N/A,N/A,N/A,,2.03,2.07,0.088,0.313,0.007,0.843,0.041,0.714,0.000,0.327,0.639,0.027,3.4,1.00,0.71,0.76,0.95
09X227,Bronx Collegiate Academy,High School,382,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.85,0.94,0.86,0.94,0.79,0.94,Proficient,Developing,Proficient,Well Developed,Proficient,"May 4, 2015",2.09,2.01,0.272,0.230,0.081,0.833,0.168,0.673,0.010,0.285,0.691,0.003,4.3,0.83,0.80,0.58,0.95
09X231,Eagle Academy for Young Men,High School,608,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.82,0.86,0.77,0.83,0.85,0.89,Proficient,Developing,Developing,Well Developed,Proficient,"May 15, 2015",2.24,2.15,0.022,0.279,0.070,0.705,0.081,0.482,0.003,0.607,0.360,0.005,4.9,0.83,0.86,0.40,0.95
09X241,Urban Assembly School for Applied Math and Science,High School,619,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.82,0.82,0.80,0.79,0.77,0.86,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 2-3, 2013",2.33,2.42,0.051,0.202,0.006,0.822,0.074,0.598,0.014,0.330,0.641,0.011,2.9,0.56,0.90,0.34,0.97
09X250,Eximius College Preparatory Academy: A College Boa,High School,449,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.90,0.92,0.86,0.88,0.86,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"January 15, 2015",2.33,2.23,0.089,0.200,0.007,0.796,0.127,0.621,0.011,0.452,0.521,0.007,3.8,0.67,0.89,0.35,0.97
09X252,Mott Hall Bronx High School,High School,402,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.75,0.84,0.82,0.78,0.76,0.89,Proficient,Proficient,Proficient,Well Developed,Proficient,"May 15, 2015",2.26,2.28,0.109,0.234,0.104,0.840,0.090,0.692,0.012,0.201,0.756,0.012,3.7,0.37,0.86,0.41,0.97
09X260,Bronx Center for Science and Mathematics,High School,457,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.83,0.91,0.86,0.87,0.75,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"April 27, 2015",2.74,2.64,0.033,0.177,0.039,0.753,0.066,0.580,0.063,0.254,0.659,0.015,10,0.64,0.92,0.27,0.97
09X263,Validus Preparatory Academy: An Expeditionary Lear,High School,375,Approaching Target,Meeting Target,N/A,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.77,0.81,0.82,0.78,0.76,0.89,Developing,Developing,Developing,Proficient,Proficient,"May 5, 2015",2.17,2.17,0.115,0.224,0.075,0.837,0.101,0.667,0.016,0.269,0.707,0.008,1,0.59,0.84,0.44,0.96
09X276,Leadership Institute,High School,207,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,Exceeding Target,Approaching Target,0.84,0.85,0.79,0.74,0.86,0.93,Proficient,Developing,Proficient,Developing,Proficient,"December 17, 2014",2.02,1.95,0.213,0.300,0.048,0.902,0.164,0.758,0.000,0.343,0.633,0.019,7.9,0.63,0.75,0.63,0.97
09X297,Morris Academy for Collaborative Studies,High School,471,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.87,0.82,0.83,0.87,0.74,0.88,Well Developed,Proficient,Well Developed,Proficient,Well Developed,"December 10, 2014",2.14,2,0.187,0.253,0.051,0.850,0.149,0.686,0.008,0.263,0.720,0.004,2.5,0.83,0.80,0.57,0.96
09X324,Bronx Early College Academy for Teaching & Learnin,High School,503,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.90,0.94,0.84,0.88,0.74,0.90,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"April 29, 2015",2.41,2.23,0.068,0.151,0.007,0.819,0.082,0.599,0.036,0.287,0.674,0.004,3.8,0.44,0.86,0.44,0.96
09X327,Comprehensive Model School Project M.S. 327,High School,628,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,0.93,0.94,0.85,0.91,0.79,0.93,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"March 26, 2015",2.49,2.76,0.057,0.215,0.063,0.862,0.063,0.703,0.000,0.233,0.760,0.006,0.9,0.61,0.90,0.27,0.97
09X329,DreamYard Preparatory School,High School,336,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.96,0.97,0.88,0.94,0.85,0.96,Developing,Developing,Developing,Proficient,Proficient,"April 22, 2015",2.17,2.04,0.214,0.196,0.030,0.859,0.244,0.682,0.015,0.336,0.607,0.012,3.2,0.57,0.79,0.52,0.97
09X365,Academy for Language and Technology,High School,322,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.86,0.89,0.91,0.85,0.77,0.89,Well Developed,Proficient,Well Developed,Well Developed,Proficient,"May 20-21, 2013",1.81,2.06,0.745,0.043,0.000,0.831,0.220,0.612,0.000,0.003,0.997,0.000,1.7,0.25,0.92,0.30,0.98
09X403,Bronx International High School,High School,409,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.92,0.91,0.87,0.80,0.80,0.93,Proficient,Proficient,Proficient,Proficient,Well Developed,"November 18, 2014",1.78,1.91,0.883,0.049,0.000,0.826,0.249,0.582,0.034,0.200,0.741,0.017,9,0.80,0.84,0.41,0.96
09X404,School for Excellence,High School,421,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.84,0.79,0.86,0.74,0.89,Developing,Developing,Proficient,Proficient,Proficient,"March 18, 2015",2.12,2.07,0.271,0.278,0.050,0.875,0.233,0.724,0.007,0.266,0.708,0.010,5.2,0.96,0.75,0.64,0.95
09X412,Bronx High School of Business,High School,339,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,0.81,0.74,0.78,0.59,0.72,0.77,Developing,Developing,Developing,Developing,Proficient,"April 15, 2015",2.07,2.01,0.298,0.263,0.091,0.825,0.186,0.596,0.015,0.333,0.631,0.012,3.3,0.82,0.79,0.52,0.96
09X413,Bronx High School for Medical Science,High School,472,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.90,0.92,0.82,0.81,0.81,0.91,Developing,Developing,Developing,Developing,Developing,"May 20, 2015",2.51,2.48,0.014,0.095,0.048,0.801,0.082,0.605,0.071,0.367,0.534,0.007,13,0.63,0.93,0.22,0.98
09X414,Jonathan Levin High School for Media and Communica,High School,160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.84,0.90,0.80,0.90,0.89,0.92,Proficient,Developing,Developing,Proficient,Developing,"May 21, 2015",2.05,1.98,0.400,0.269,0.106,0.846,0.213,0.638,0.013,0.206,0.769,0.013,0.8,1.00,0.75,0.70,0.96
09X505,"Bronx School for Law, Government and Justice",High School,778,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.82,0.80,0.80,0.76,0.71,0.85,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"December 11, 2014",2.58,2.47,0.039,0.193,0.037,0.803,0.075,0.639,0.022,0.231,0.720,0.010,11,0.59,0.90,0.30,0.97
09X517,Frederick Douglass Academy III Secondary School,High School,427,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.85,0.84,0.85,0.76,0.82,0.83,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"January 16, 2015",2.13,2.03,0.117,0.218,0.089,0.836,0.204,0.656,0.007,0.504,0.454,0.023,11,0.59,0.80,0.64,0.96
09X525,Bronx Leadership Academy High School,High School,686,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.78,0.74,0.73,0.70,0.73,0.85,Proficient,Proficient,Proficient,Proficient,Proficient,"February 6-7, 2014",2.16,2.07,0.098,0.246,0.111,0.827,0.090,0.688,0.004,0.357,0.617,0.006,0.8,0.60,0.82,0.49,0.96
09X543,High School for Violin and Dance,High School,384,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.78,0.71,0.74,0.70,0.74,0.83,Proficient,Developing,Developing,Developing,Proficient,"November 21, 2014",2.15,2.07,0.117,0.260,0.005,0.858,0.219,0.703,0.005,0.341,0.646,0.003,4.3,0.70,0.79,0.61,0.96
09X564,Claremont International HS,High School,257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.79,0.88,0.84,0.78,0.82,0.87,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"April 15, 2015",1.81,1.9,0.903,0.023,0.008,0.856,0.416,0.549,0.047,0.206,0.728,0.012,3,0.22,0.89,0.32,0.98
10X141,Riverdale / Kingsbridge Academy (Middle School / H,High School,1381,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.81,0.82,0.75,0.75,0.86,Proficient,Proficient,Proficient,Well Developed,Well Developed,"December 3, 2014",2.56,2.48,0.054,0.207,0.066,0.418,0.037,0.316,0.077,0.123,0.557,0.237,8,0.86,0.91,0.29,0.97
10X213,Bronx Engineering and Technology Academy,High School,417,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.85,0.85,0.76,0.74,0.70,0.86,Developing,Developing,Developing,Proficient,Proficient,"February 4, 2015",2.22,2.23,0.098,0.209,0.005,0.753,0.106,0.595,0.067,0.343,0.559,0.014,4.2,0.74,0.84,0.50,0.97
10X225,Theatre Arts Production Company School,High School,632,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.87,0.81,0.80,0.76,0.91,Proficient,Proficient,Developing,Proficient,Proficient,"April 29, 2015",2.39,2.21,0.052,0.186,0.010,0.806,0.079,0.631,0.012,0.292,0.666,0.007,3.3,0.79,0.89,0.38,0.96
10X237,"The Marie Curie School for Medicine, Nursing, and",High School,583,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.78,0.79,0.70,0.74,0.85,Well Developed,Proficient,Proficient,Well Developed,Proficient,"December 22, 2014",2.35,2.24,0.096,0.189,0.026,0.759,0.105,0.597,0.027,0.357,0.569,0.033,11,0.71,0.86,0.35,0.96
10X243,West Bronx Academy for the Future,High School,599,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.85,0.81,0.82,0.74,0.89,Developing,Developing,Developing,Proficient,Proficient,"May 13, 2015",2.23,2.08,0.095,0.250,0.036,0.851,0.060,0.673,0.027,0.211,0.720,0.030,11,0.75,0.88,0.37,0.97
10X264,Bronx Academy for Software Engineering (BASE),High School,226,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.81,0.89,0.87,0.87,0.81,0.95,Proficient,Proficient,Proficient,Proficient,Well Developed,"May 22, 2015",2.41,2.39,0.071,0.288,0.106,0.709,0.150,0.518,0.075,0.288,0.606,0.027,2,0.29,0.89,0.30,0.98
10X268,Kingsbridge International High School,High School,461,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.87,0.84,0.86,0.77,0.91,Developing,Developing,Developing,Proficient,Proficient,"April 15, 2015",1.78,1.99,0.885,0.035,0.000,0.827,0.371,0.525,0.065,0.052,0.859,0.020,10,0.92,0.87,0.36,0.98
10X284,Bronx School of Law and Finance,High School,426,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.86,0.74,0.77,0.75,0.80,0.88,Proficient,Developing,Proficient,Proficient,Proficient,"January 15-16, 2014",2.24,2.13,0.089,0.246,0.063,0.819,0.129,0.660,0.021,0.303,0.648,0.026,3,0.70,0.82,0.54,0.97
10X342,International School for Liberal Arts,High School,561,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.93,0.87,0.88,0.82,0.92,Proficient,Proficient,Developing,Proficient,Well Developed,"March 18, 2015",1.94,2.09,0.672,0.069,0.003,0.857,0.259,0.613,0.000,0.000,0.995,0.005,3.3,0.81,0.93,0.20,0.98
10X351,Bronx Collaborative High School,High School,223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.97,0.99,0.86,0.97,0.80,0.95,Proficient,Developing,Developing,Proficient,Proficient,"November 24, 2014",2.25,2.18,0.161,0.229,0.000,0.855,0.197,0.668,0.013,0.296,0.623,0.049,2,0.24,0.72,0.97,0.98
10X353,World View High School,High School,173,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.97,0.97,0.84,0.96,0.77,0.93,Proficient,Proficient,Proficient,Proficient,Well Developed,"January 7, 2015",2.21,2.14,0.347,0.225,0.052,0.809,0.185,0.590,0.012,0.277,0.688,0.012,1.3,0.46,0.90,0.36,0.98
10X368,In-Tech Academy (M.S. / High School 368),High School,1022,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.77,0.73,0.81,0.64,0.71,0.84,Proficient,Proficient,Developing,Proficient,Proficient,"October 29, 2013",2.46,2.23,0.092,0.172,0.019,0.749,0.080,0.598,0.028,0.108,0.828,0.034,4.7,0.76,0.93,0.21,0.97
10X374,Knowledge and Power Preparatory Academy Internatio,High School,487,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.88,0.95,0.88,0.92,0.77,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"April 22, 2015",2.31,2.23,0.150,0.224,0.035,0.766,0.113,0.571,0.025,0.322,0.614,0.021,7.9,0.40,0.85,0.48,0.98
10X433,High School for Teaching and the Professions,High School,486,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.83,0.94,0.84,0.91,0.85,0.92,Proficient,Developing,Developing,Well Developed,Proficient,"May 20, 2015",2.18,2.09,0.212,0.247,0.012,0.807,0.121,0.617,0.019,0.204,0.745,0.027,0.9,0.85,0.82,0.49,0.96
10X434,Belmont Preparatory High School,High School,416,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.86,0.86,0.84,0.78,0.67,0.88,Proficient,Proficient,Developing,Proficient,Developing,"January 14, 2015",2.36,2.3,0.063,0.154,0.053,0.735,0.075,0.543,0.022,0.300,0.656,0.019,8,0.84,0.90,0.31,0.97
10X437,Fordham High School for the Arts,High School,401,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.86,0.85,0.89,0.80,0.67,0.89,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"December 4-5, 2013",2.47,2.26,0.040,0.195,0.005,0.754,0.082,0.606,0.010,0.309,0.651,0.025,11,0.36,0.93,0.23,0.97
10X438,Fordham Leadership Academy for Business and Techno,High School,438,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.85,0.86,0.79,0.78,0.75,0.86,Developing,Developing,Developing,Proficient,Developing,"March 25, 2015",2.11,2.03,0.167,0.288,0.116,0.855,0.174,0.699,0.018,0.276,0.678,0.027,4,0.85,0.83,0.51,0.97
10X439,Bronx High School for Law and Community Service,High School,398,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.86,0.93,0.81,0.92,0.73,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,"March 4, 2015",2.16,2.06,0.151,0.271,0.028,0.863,0.186,0.724,0.013,0.244,0.709,0.018,4.8,0.83,0.83,0.52,0.97
10X440,DeWitt Clinton High School,High School,2109,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,0.80,0.80,0.79,0.70,0.63,0.83,Developing,Developing,Developing,Developing,Developing,"April 1, 2015",2.32,2.22,0.217,0.186,0.093,0.749,0.145,0.549,0.086,0.316,0.545,0.036,2,0.99,0.81,0.46,0.95
10X442,"Celia Cruz Bronx High School of Music, The",High School,430,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.81,0.79,0.77,0.77,0.86,Developing,Proficient,Developing,Proficient,Developing,"March 3-4, 2014",2.51,2.33,0.026,0.140,0.000,0.741,0.105,0.565,0.014,0.253,0.700,0.012,2.3,0.82,0.90,0.34,0.96
10X445,Bronx High School of Science,High School,3015,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.80,0.83,0.87,0.81,0.68,0.89,Well Developed,Proficient,Proficient,Well Developed,Proficient,"May 1, 2015",3.85,3.98,0.000,0.013,0.000,0.298,0.010,0.179,0.628,0.026,0.055,0.221,1.8,0.76,0.97,0.06,0.97
10X477,Marble Hill High School for International Studies,High School,449,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,0.85,0.87,0.89,0.81,0.73,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"April 16, 2015",2.45,2.55,0.296,0.091,0.000,0.760,0.136,0.599,0.089,0.245,0.610,0.051,7.8,0.90,0.94,0.16,0.96
10X524,Crotona International High School,High School,336,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.78,0.78,0.83,0.84,0.77,0.88,Proficient,Developing,Proficient,Proficient,Proficient,"January 16, 2015",1.73,1.93,0.872,0.048,0.012,0.832,0.313,0.557,0.018,0.104,0.857,0.018,4,0.88,0.88,0.41,0.96
10X546,Bronx Theatre High School,High School,428,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.79,0.87,0.75,0.74,0.97,0.84,Proficient,Developing,Proficient,Proficient,Proficient,"December 19, 2015",2.23,2.06,0.100,0.238,0.028,0.788,0.147,0.607,0.005,0.301,0.671,0.016,0.4,0.72,0.81,0.62,0.96
10X549,Discovery High School,High School,530,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.91,0.96,0.84,0.94,0.83,0.96,Proficient,Proficient,Proficient,Proficient,Proficient,"October 27, 2014",2.2,2.09,0.209,0.255,0.111,0.787,0.111,0.617,0.025,0.174,0.772,0.023,8,0.62,0.86,0.36,0.98
10X565,High School for Energy and Technology,High School,311,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.86,0.92,0.84,0.94,0.75,0.95,Well Developed,Proficient,Proficient,Well Developed,Proficient,"April 21, 2015",2.25,2.22,0.077,0.212,0.006,0.818,0.106,0.672,0.013,0.267,0.701,0.010,3,0.20,0.86,0.40,0.98
10X660,Grace Dodge Career and Technical Education High Sc,High School,178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.73,0.76,0.80,0.71,0.72,0.81,N/A,N/A,N/A,N/A,N/A,,2.03,1.99,0.270,0.399,0.152,0.801,0.067,0.652,0.022,0.213,0.753,0.011,3.3,0.94,0.73,0.68,0.95
10X696,High School of American Studies at Lehman College,High School,376,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.88,0.92,0.91,0.95,0.78,0.96,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"February 25, 2015",3.8,3.75,0.000,0.035,0.003,0.227,0.011,0.120,0.231,0.040,0.152,0.508,8.8,0.96,0.97,0.05,0.97
11X249,Bronx Health Sciences High School,High School,374,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.82,0.80,0.73,0.72,0.87,Proficient,Developing,Developing,Well Developed,Proficient,"March 19, 2015",2.45,2.34,0.032,0.096,0.029,0.625,0.075,0.463,0.075,0.519,0.345,0.027,11,1.00,0.93,0.19,0.98
11X253,Bronx High School for Writing and Communication Ar,High School,389,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.83,0.88,0.84,0.87,0.76,0.92,Proficient,Developing,Proficient,Proficient,Proficient,"November 19, 2014",2.27,2.02,0.075,0.239,0.026,0.751,0.136,0.596,0.033,0.450,0.491,0.013,3.9,0.81,0.83,0.50,0.97
11X265,Bronx Lab School,High School,471,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.82,0.82,0.73,0.76,0.77,0.85,Proficient,Developing,Proficient,Proficient,Proficient,"March 2, 2015",2.24,2.15,0.066,0.193,0.008,0.768,0.125,0.594,0.036,0.399,0.544,0.015,1.9,0.71,0.86,0.38,0.97
11X270,Academy for Scholarship and Entrepreneurship: A Co,High School,371,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.91,0.77,0.88,0.74,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,"April 23, 2015",2.18,2.03,0.054,0.240,0.032,0.661,0.084,0.499,0.032,0.636,0.305,0.011,10,0.85,0.85,0.46,0.96
11X275,High School of Computers and Technology,High School,567,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,0.90,0.90,0.87,0.85,0.72,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 8, 2015",2.3,2.25,0.074,0.242,0.004,0.753,0.111,0.591,0.049,0.344,0.580,0.012,11,0.88,0.87,0.32,0.98
